sentiment,text,sentiment_label,timestamp,platform,geolocation,label,predicted_label,predicted_sentiment,prob_negative,prob_neutral,prob_positive,confidence,sentiment_score
1,Petition to stop a climate change denier from running the Environmental Protection Agency,Positive,2024-02-20 18:00:00,Twitter,Unknown,2,2,Positive,0.00018494937,0.0003718155,0.99944323,0.99944323,0.9992583
-1,"So here's my advice to Dems: climate change goes to the bottom of the agenda, or at the very least is done in consultation w/others. 13/",Negative,2024-02-24 04:00:00,Twitter,Unknown,0,0,Negative,0.6063028,0.018517908,0.37517926,0.6063028,-0.23112354
1,"Cooler ocean, big snowfall doesn't mean global warming is slowing",Positive,2025-09-17 11:00:00,Twitter,Unknown,2,2,Positive,0.00085389416,0.005595261,0.9935508,0.9935508,0.9926969
1,"True, evacuating millions isn't easy either. But it is something we will have to consider—esp. with climate change.",Positive,2025-03-17 08:00:00,Twitter,Unknown,2,2,Positive,0.00019749854,0.00042117713,0.9993813,0.9993813,0.99918383
0,Listen to read a poem on climate change ♫ #cop21,Neutral,2026-04-15 18:00:00,Twitter,Unknown,1,1,Neutral,0.00055546465,0.8550305,0.14441401,0.8550305,0.14385854
1,"This episode on reporters and climate change is beautifully executed, and ought to be heard by all.",Positive,2024-09-13 15:00:00,Twitter,Unknown,2,2,Positive,0.00016343652,0.0010596309,0.998777,0.998777,0.99861354
1,Seeing that trump literally doesn't believe in climate change is overwhelming to see among other things.,Positive,2024-10-18 15:00:00,Twitter,Unknown,2,2,Positive,0.00013757037,0.00048253025,0.9993799,0.9993799,0.9992423
0,The Burden of Proof on Climate Change,Neutral,2026-03-22 01:00:00,Twitter,Unknown,1,1,Neutral,0.0023375035,0.99648917,0.0011734038,0.99648917,-0.0011640997
1,#NowReading: Gender and intersecting inequalities in climate change studies,Positive,2024-04-21 11:00:00,Twitter,Unknown,2,1,Neutral,0.0007420132,0.95825005,0.04100792,0.95825005,0.040265907
1,Why Republicans still reject the science of global warming,Positive,2024-01-28 00:00:00,Twitter,Unknown,2,2,Positive,0.00020020982,0.00031163203,0.9994881,0.9994881,0.9992879
-1,"Obama and Kerry huddle to discuss global warming, transgender rights and what movie they can blame the latest terror attacks on",Negative,2026-03-08 13:00:00,Twitter,Unknown,0,0,Negative,0.9564861,0.042266417,0.001247569,0.9564861,-0.9552385
1,This bold 9-year-old isn't afraid to take on the whole government over climate change.,Positive,2024-11-09 05:00:00,Twitter,Unknown,2,2,Positive,0.00016051538,0.00044504213,0.9993944,0.9993944,0.9992339
0,"When places like burgersfort in limpopo be hit with this, u gotta know that shit is getting real... climate change 😐",Neutral,2026-03-09 12:00:00,Twitter,Unknown,1,2,Positive,0.00018423406,0.0005330257,0.9992828,0.9992828,0.99909854
-1,Democratic operatives Call For Prosecuting Global Warming Skeptics : A panel of Democrats ... #Trump #ccot #tcot,Negative,2026-05-19 05:00:00,Twitter,Unknown,0,0,Negative,0.9970258,0.0015384182,0.0014357643,0.9970258,-0.99559003
0,At this rate terrorists will become the voice of reason on climate change,Neutral,2024-08-11 00:00:00,Twitter,Unknown,1,2,Positive,0.0032888264,0.026760241,0.9699509,0.9699509,0.9666621
1,FASCINATING! Beef vs Bean Protein. Concerned about climate change shift more of your diet to vegan! #food #vegan #climateâ€¦,Positive,2025-07-06 00:00:00,Twitter,Unknown,2,2,Positive,0.00022401709,0.0008412703,0.9989347,0.9989347,0.9987107
0,"literally manufacturing money out of thin air for holding pointless stocks for microseconds, what does climate change matter?",Neutral,2025-02-23 08:00:00,Twitter,Unknown,1,1,Neutral,0.05112754,0.9133003,0.035572216,0.9133003,-0.015555326
0,This guy loves mentioning me all the time. LOL ðŸ˜‚Uhuru is responsible for global warming and Hurricane Katrina.,Neutral,2025-11-09 20:00:00,Twitter,Unknown,1,1,Neutral,0.0023012683,0.99724686,0.0004518192,0.99724686,-0.001849449
1,Climate change is hard to grasp for a lot of people. Why? It’s slow.,Positive,2026-06-04 21:00:00,Twitter,Unknown,2,2,Positive,0.0003339951,0.0006471111,0.9990189,0.9990189,0.9986849
-1,Wonder if Hillary will blame her loss on global warming Shes used up about everything else,Negative,2025-04-22 16:00:00,Twitter,Unknown,0,1,Neutral,0.39441094,0.60349214,0.002096985,0.60349214,-0.39231396
-1,Climate Change and the Upcoming Meeting of the (Socialist) Minds in Paris #Ccot #tcot,Negative,2026-03-09 23:00:00,Twitter,Unknown,0,0,Negative,0.9958752,0.0025353858,0.0015895374,0.9958752,-0.99428564
0,They also have a song about global warming and how we should take care of our planet because we give it to our children,Neutral,2024-02-17 07:00:00,Twitter,Unknown,1,2,Positive,0.00015725185,0.0018996925,0.9979431,0.9979431,0.99778587
1,Trump falsely claims that nobody knows if global warming is real -,Positive,2024-05-15 17:00:00,Twitter,Unknown,2,2,Positive,0.0001493737,0.0008840909,0.9989666,0.9989666,0.9988172
0,Blog | Why Gandhi will not win the battle against climate change,Neutral,2026-05-28 01:00:00,Twitter,Unknown,1,2,Positive,0.00035368788,0.022020908,0.9776254,0.9776254,0.97727174
1,'An Inconvenient Sequel' is what climate change computer predictions must correct. via,Positive,2024-10-30 23:00:00,Twitter,Unknown,2,2,Positive,0.0019093095,0.06455823,0.9335325,0.9335325,0.93162316
1,The female mayors taking on #climate change via #Women4Climate,Positive,2024-04-20 15:00:00,Twitter,Unknown,2,2,Positive,0.00017100965,0.00037490786,0.9994541,0.9994541,0.9992831
-1,But Governor Brown said the fires were caused by global warming.,Negative,2025-05-25 21:00:00,Twitter,Unknown,0,0,Negative,0.79549795,0.20104815,0.0034538214,0.79549795,-0.7920441
1,"She cares about global warming, she cares abou the world we're living. She support the black community. She's afraid. #WeLoveYouMiley",Positive,2024-02-13 11:00:00,Twitter,Unknown,2,2,Positive,0.00016260183,0.0009888203,0.99884856,0.99884856,0.99868596
1,"Looks like Muslims are doing their bit to fight global warming, given the number of times the tower goes dark, saving eâ€¦",Positive,2025-11-09 05:00:00,Twitter,Unknown,2,1,Neutral,0.0011785829,0.9909479,0.0078734625,0.9909479,0.0066948794
1,We really elected someone who doesn't believe climate change is real,Positive,2024-02-11 14:00:00,Twitter,Unknown,2,2,Positive,0.0002695773,0.00028226088,0.9994481,0.9994481,0.9991785
1,😠 SIGN to restore & maintain accurate science-based info on climate change to the White House website,Positive,2024-07-19 03:00:00,Twitter,Unknown,2,2,Positive,0.00019712702,0.00042566037,0.9993772,0.9993772,0.9991801
-1,POTUS condemns the heinous attack in Istanbul. It's a stark reminder that we can't take climate change lightly.,Negative,2024-06-10 00:00:00,Twitter,Unknown,0,2,Positive,0.00033573442,0.00038477534,0.99927956,0.99927956,0.9989438
0,"As i write this tweet, it is -67 degrees in Oymyakon, Russia. I can see why Putin is not concerned about global warming.",Neutral,2025-09-09 01:00:00,Twitter,Unknown,1,2,Positive,0.011153663,0.18853183,0.8003144,0.8003144,0.7891608
1,Shh. Don't mention climate change. Even when there are record breaking hurricanes. ��,Positive,2025-04-02 22:00:00,Twitter,Unknown,2,2,Positive,0.0004513025,0.0008312614,0.9987174,0.9987174,0.9982661
1,You can impact climate change. NZEC is driving zero energy buildings. Just do it #GivingTuesday,Positive,2024-04-20 11:00:00,Twitter,Unknown,2,2,Positive,0.00021734736,0.0005475742,0.99923503,0.99923503,0.9990177
1,"Eating sushi on the bus to show people I'm not broke, but just care about global warming.",Positive,2024-10-14 20:00:00,Twitter,Unknown,2,2,Positive,0.001042025,0.26147285,0.7374851,0.7374851,0.7364431
0,Do you want a party who didn't say climate change or a party that won't say ISIS? #DemsInPhilly,Neutral,2026-05-27 13:00:00,Twitter,Unknown,1,2,Positive,0.0025916263,0.0035146645,0.9938937,0.9938937,0.9913021
0,"I hear this a lot in my part of the country, show me recorded data showing evidence of climate change from 1000 years ago.",Neutral,2024-07-31 20:00:00,Twitter,Unknown,1,2,Positive,0.00026795018,0.00088140764,0.9988506,0.9988506,0.99858266
0,Are they assuming the Outer Banks will be gone due to global warming?,Neutral,2025-10-15 10:00:00,Twitter,Unknown,1,1,Neutral,0.0010735757,0.9921783,0.0067480635,0.9921783,0.005674488
-1,"Gravity, the speed of light, relativity - all proven by experience and experiment. Man-made global warming? Proven by nothing. #climate",Negative,2026-04-03 10:00:00,Twitter,Unknown,0,0,Negative,0.99655366,0.0010909792,0.0023554568,0.99655366,-0.9941982
-1,I thought they were worried about global warming! More do as I say not as I do,Negative,2024-12-06 13:00:00,Twitter,Unknown,0,1,Neutral,0.010791316,0.98838323,0.0008254742,0.98838323,-0.009965842
1,Actually that would do more to eradicate global warming.,Positive,2025-01-09 15:00:00,Twitter,Unknown,2,1,Neutral,0.009257474,0.9639622,0.026780346,0.9639622,0.017522871
0,Well Bolton certainly reduces my climate change concern - we're all gonna glow anyway.,Neutral,2024-03-19 19:00:00,Twitter,Unknown,1,1,Neutral,0.0024764743,0.987633,0.009890515,0.987633,0.007414041
1,Today's political climate is uncertain. But climate change is not,Positive,2025-05-25 15:00:00,Twitter,Unknown,2,2,Positive,0.00036037015,0.0007964868,0.9988431,0.9988431,0.9984827
1,big petroleum companies are paying congressmen/other high level politicians millions. why?most likely to denounce climate change,Positive,2024-03-08 21:00:00,Twitter,Unknown,2,2,Positive,0.00020078664,0.0006353934,0.99916387,0.99916387,0.99896306
1,Will anyone who supports Trumps view of climate change (non polluter cronie) please step forward? #Resist #Impeach,Positive,2024-12-25 18:00:00,Twitter,Unknown,2,2,Positive,0.00020911092,0.0003618818,0.9994289,0.9994289,0.99921983
0,plug your butt hole then if your so worried about methane causing global warming. How many millions fart a day?,Neutral,2024-04-21 05:00:00,Twitter,Unknown,1,0,Negative,0.9931692,0.0062621455,0.0005685974,0.9931692,-0.9926006
0,Karl Rove: Climate Change Treaty Is A Waste Of Time Because 'We'll All Be Dead... When We Get To 2080',Neutral,2026-03-27 09:00:00,Twitter,Unknown,1,0,Negative,0.9956071,0.0029676105,0.001425349,0.9956071,-0.99418175
1,"Well, this will stop climate change! White House proposes steep budget cut to NOAA, leading climate science agency",Positive,2024-08-15 13:00:00,Twitter,Unknown,2,2,Positive,0.0002354418,0.0006577138,0.9991068,0.9991068,0.9988714
0,Find out what is true and false about climate change,Neutral,2024-12-21 03:00:00,Twitter,Unknown,1,1,Neutral,0.0018042943,0.9544867,0.043708954,0.9544867,0.041904658
0,It's called global warming billy,Neutral,2024-08-10 03:00:00,Twitter,Unknown,1,1,Neutral,0.040392384,0.9576872,0.0019205322,0.9576872,-0.03847185
1,Trump on climate change and oh my god we are doomed,Positive,2024-04-14 08:00:00,Twitter,Unknown,2,2,Positive,0.0001552944,0.00037434825,0.9994704,0.9994704,0.99931514
1,"looks at the issue of climate change, with the latest data from leading climate trend record keepers publishedâ€¦",Positive,2025-09-15 06:00:00,Twitter,Unknown,2,2,Positive,0.00013305868,0.002276303,0.99759066,0.99759066,0.9974576
1,"Global warming and climate change isn't real, so fuck the earth amiright??",Positive,2024-03-07 08:00:00,Twitter,Unknown,2,0,Negative,0.4502189,0.14066534,0.4091158,0.4502189,-0.041103095
0,If global warming isnt real then why does 21 savage have a 12 car garage but only have 6 cars? Makes you think,Neutral,2025-05-08 08:00:00,Twitter,Unknown,1,1,Neutral,0.0017381345,0.996979,0.0012828765,0.996979,-0.00045525806
0,they asked what my inspiration was and i said global warming.. like nigga i'm cozy,Neutral,2024-01-28 02:00:00,Twitter,Unknown,1,1,Neutral,0.00057057774,0.99823296,0.0011963577,0.99823296,0.0006257799
1,#architecture #interiordesign #deco Is that scary ?New York Magazine? climate change story exactly what we..,Positive,2025-04-14 13:00:00,Twitter,Unknown,2,1,Neutral,0.0010879508,0.97627556,0.022636421,0.97627556,0.02154847
0,"#anarchy #blog Global warming is considered our 'greatest threat' worldwide, but U.S. & Europe... #ctl #think #rt",Neutral,2026-02-03 19:00:00,Twitter,Unknown,1,2,Positive,0.0004838655,0.0018874581,0.99762875,0.99762875,0.9971449
1,11 terrifying climate change facts in 2017 #mostread #ecology [,Positive,2025-04-28 09:00:00,Twitter,Unknown,2,2,Positive,0.00021441556,0.00027264367,0.9995129,0.9995129,0.9992985
-1,Most people sit in aircon offices/houses now then go outside an think because its hot it must be climate change,Negative,2024-07-27 21:00:00,Twitter,Unknown,0,1,Neutral,0.0032898532,0.99555236,0.0011576645,0.99555236,-0.0021321888
0,i could practice a speech 100x but when i actually give im like 'ummm ahhh climate change not good',Neutral,2024-04-04 13:00:00,Twitter,Unknown,1,2,Positive,0.00021049203,0.0054869275,0.99430263,0.99430263,0.99409217
0,"My (no-longer-paywalled) article on the Moluccas & cloves, nutmeg, mace & climate change (with my own photographs)",Neutral,2024-07-15 09:00:00,Twitter,Unknown,1,1,Neutral,0.0008274584,0.9929236,0.006248823,0.9929236,0.0054213647
0,Don't forget they are responsible for global warming and the price of beer,Neutral,2025-11-03 13:00:00,Twitter,Unknown,1,1,Neutral,0.0013797787,0.58607244,0.41254777,0.58607244,0.41116798
0,The most outrageous recent column in the NYTimes wasn't about climate change. It was an apologia for Marine Le Pen.,Neutral,2024-12-07 19:00:00,Twitter,Unknown,1,2,Positive,0.0038312317,0.18859641,0.80757236,0.80757236,0.80374116
1,"I agree.The main problem is,many know man made climate change is real but itis about the willpower to change.",Positive,2024-10-19 12:00:00,Twitter,Unknown,2,2,Positive,0.0006553815,0.00057833403,0.9987663,0.9987663,0.99811095
1,Michael Bloomberg and Mark Carney: How to make a profit from defeating climate change,Positive,2024-05-17 17:00:00,Twitter,Unknown,2,2,Positive,0.00018742887,0.00039576468,0.9994168,0.9994168,0.9992294
1,Securing a future for coral reefs will require urgent action to reduce global warming. via,Positive,2024-09-27 04:00:00,Twitter,Unknown,2,2,Positive,0.00019494307,0.00026856977,0.9995365,0.9995365,0.99934155
0,and CA political 'climate change' is happening... storm brewing (will always ❤️ this strong man in DC����,Neutral,2025-02-26 04:00:00,Twitter,Unknown,1,0,Negative,0.95287603,0.0038659826,0.043258034,0.95287603,-0.909618
1,How about this: No fracking/combat climate change Medicare for All A living wage Free college Affordablâ€¦,Positive,2025-09-14 08:00:00,Twitter,Unknown,2,2,Positive,0.00029097323,0.00042470408,0.9992843,0.9992843,0.99899334
0,"Americans are more afraid of clowns than climate change, terrorism, and ... death",Neutral,2026-06-21 03:00:00,Twitter,Unknown,1,0,Negative,0.9286319,0.06711079,0.0042572096,0.9286319,-0.9243747
1,Its 90 in michigan. Damn climate change go away so i can hibernate all winter.,Positive,2025-04-23 04:00:00,Twitter,Unknown,2,1,Neutral,0.007698425,0.91252303,0.079778485,0.91252303,0.07208006
0,Letter: I would like to see a civil climate change debate,Neutral,2025-10-28 17:00:00,Twitter,Unknown,1,2,Positive,0.00022693792,0.0059311567,0.9938419,0.9938419,0.993615
1,5 tips on how to talk climate change with your family this holiday season,Positive,2024-06-01 16:00:00,Twitter,Unknown,2,2,Positive,0.00016021877,0.00032470317,0.99951506,0.99951506,0.99935484
-1,Boom. =&gt; Carly Fiorina OWNS Katie Couric on Climate Change,Negative,2026-02-02 19:00:00,Twitter,Unknown,0,0,Negative,0.929631,0.06878407,0.001584905,0.929631,-0.9280461
1,The solution to climate change will be forged in our universities #wef18,Positive,2025-08-11 23:00:00,Twitter,Unknown,2,2,Positive,0.00018914955,0.0002906857,0.9995202,0.9995202,0.99933106
1,#G7 ....climate change or as trumps call it 'weather channel fake news gets cold every winter don't understand' :)) #colbert,Positive,2024-12-25 08:00:00,Twitter,Unknown,2,0,Negative,0.99725854,0.0013291327,0.001412281,0.99725854,-0.9958463
1,Head of the Environmental Protection Agency Scott Pruitt said he doesn't think rising temperatures from climate change are a 'bâ€¦,Positive,2025-12-30 20:00:00,Twitter,Unknown,2,2,Positive,0.0014858413,0.23095,0.76756424,0.76756424,0.7660784
1,"I argue that the failure of all govts to engage with automation, climate change and complexity makes war probable",Positive,2024-04-14 05:00:00,Twitter,Unknown,2,2,Positive,0.00021500756,0.0005864835,0.9991985,0.9991985,0.9989835
1,How do you not believe in climate change? I don't understand how idiotic you have to be to not believe in climate change,Positive,2024-06-15 22:00:00,Twitter,Unknown,2,2,Positive,0.0003753965,0.0010252895,0.99859935,0.99859935,0.99822396
1,FYI visitors to #Mexico City: climate change is making smog here worse #ttot,Positive,2026-01-24 13:00:00,Twitter,Unknown,2,2,Positive,0.00028497525,0.00034750067,0.99936754,0.99936754,0.99908257
1,He also believes that climate change isn't real and that God controls the weather.,Positive,2025-08-06 02:00:00,Twitter,Unknown,2,1,Neutral,0.0049635177,0.9395722,0.055464216,0.9395722,0.0505007
-1,How did we elect such a dumbass. Climate change?! Really?,Negative,2026-01-21 17:00:00,Twitter,Unknown,0,2,Positive,0.0004912212,0.0006025654,0.99890625,0.99890625,0.99841505
1,"This is it. We have *this* window of opportunity to stop dangerous #climate change. We can, and must, step up!",Positive,2025-02-04 23:00:00,Twitter,Unknown,2,2,Positive,0.00024644512,0.00029959192,0.99945396,0.99945396,0.9992075
1,Important article in on the strong link between climate change and the recent flooding in the UK,Positive,2026-04-13 16:00:00,Twitter,Unknown,2,2,Positive,0.00016302176,0.00037336128,0.9994636,0.9994636,0.9993006
0,I'd love to see Trump 'scuffing' at global warming! #golf #proofread,Neutral,2024-05-06 21:00:00,Twitter,Unknown,1,2,Positive,0.00048314896,0.02543655,0.97408026,0.97408026,0.9735971
0,Plastic bottle wastes fast overtaking global warming and illegal mining as threats,Neutral,2025-09-21 19:00:00,Twitter,Unknown,1,2,Positive,0.00023779395,0.00031647962,0.99944574,0.99944574,0.9992079
1,One Look at These Images and You'll Be Certain That Climate Change Is For... by via,Positive,2026-06-07 23:00:00,Twitter,Unknown,2,2,Positive,0.00022855966,0.0003507047,0.99942076,0.99942076,0.9991922
1,"This is totally the right time to talk about climate change, Pruitt. Denial is deadly",Positive,2025-04-04 01:00:00,Twitter,Unknown,2,2,Positive,0.00021147326,0.00026005827,0.9995285,0.9995285,0.99931705
0,"Next topics: climate change, traffic, urban concerns #PiliPinasDebate2016",Neutral,2026-04-30 08:00:00,Twitter,Unknown,1,1,Neutral,0.0005739044,0.99269,0.006735989,0.99269,0.0061620846
0,#CassiTip #6 - if you are concerned about the effect of climate change on African harvests - sacrifice your bff to the rain gods!,Neutral,2026-01-18 02:00:00,Twitter,Unknown,1,2,Positive,0.0001464228,0.0006223043,0.9992312,0.9992312,0.9990848
-1,"Senate committee defies Trump, approves $10 million (of taxpayer money) for UN climate change fund.",Negative,2025-04-01 05:00:00,Twitter,Unknown,0,1,Neutral,0.23897637,0.4945433,0.2664803,0.4945433,0.027503923
1,Protect America's border from climate change,Positive,2025-08-25 12:00:00,Twitter,Unknown,2,2,Positive,0.0002210061,0.00031481805,0.9994642,0.9994642,0.9992432
1,"At a time when our planet is warming due to climate change, the last thing our environment needs is more drilling.",Positive,2026-02-21 08:00:00,Twitter,Unknown,2,2,Positive,0.0003491505,0.0003867203,0.9992642,0.9992642,0.998915
1,Climate change deniers be gone! Lisa MacKenzie explores the facts on global warming,Positive,2024-03-07 01:00:00,Twitter,Unknown,2,2,Positive,0.00020402986,0.00025973783,0.9995363,0.9995363,0.99933225
1,I don't know if haarp is real but I do know the weather is getting worse because of global warming which is FACTS!!!!,Positive,2025-03-18 13:00:00,Twitter,Unknown,2,2,Positive,0.0023204389,0.00053493027,0.99714464,0.99714464,0.9948242
1,"In the air-conditioned halls of Parliament, our leaders are cushioned from the realities of climate change. Our farmers are notâ€¦",Positive,2025-06-17 16:00:00,Twitter,Unknown,2,2,Positive,0.00036750472,0.0007614944,0.998871,0.998871,0.9985035
1,Climate deniers blame global warming on nature. These NASA data shows natural changes don't explain observed warming,Positive,2024-04-10 11:00:00,Twitter,Unknown,2,2,Positive,0.00072499574,0.00045722924,0.99881774,0.99881774,0.9980928
-1,"It's freezing outside, where the hell is 'global warming'??",Negative,2024-01-06 22:00:00,Twitter,Unknown,0,0,Negative,0.99724555,0.0015543796,0.001200094,0.99724555,-0.9960455
0,The Nuclear War Over Climate Change - Reason (blog),Neutral,2026-05-28 18:00:00,Twitter,Unknown,1,1,Neutral,0.0010947307,0.96638817,0.032517046,0.96638817,0.031422313
1,#45 may be too stupid to take climate change seriously -the reason he wasn't invited last meeting in Pâ€¦,Positive,2025-06-08 02:00:00,Twitter,Unknown,2,2,Positive,0.0001740521,0.00046976862,0.9993562,0.9993562,0.99918216
1,"People out here thinking it's revelation time, but they can't come to reality that global warming is destroying our earth.",Positive,2025-04-03 23:00:00,Twitter,Unknown,2,2,Positive,0.00024169039,0.0003407198,0.99941766,0.99941766,0.99917597
-1,Top UN Official Says Global Warming Killed Us All 15 Years Ago… &lt;&lt;FYI #AGWIsAFraud,Negative,2026-01-28 06:00:00,Twitter,Unknown,0,0,Negative,0.99718827,0.0019212572,0.0008904741,0.99718827,-0.9962978
1,WHO THE FUCK VOTED FOR THIS MAN he thought global warming was a hoax created by the chinese and hE IS THE NEW PRESIDENT DOES NOTHING MATTER?,Positive,2024-02-09 07:00:00,Twitter,Unknown,2,2,Positive,0.0004096592,0.00041948,0.9991709,0.9991709,0.99876124
0,Some pretty good science debunking establishment climate change talking points. You have to translate from Dutch.,Neutral,2025-06-26 05:00:00,Twitter,Unknown,1,2,Positive,0.0122742355,0.0010328271,0.98669297,0.98669297,0.97441876
0,Drake's dance moves can stop global warming.,Neutral,2026-03-10 01:00:00,Twitter,Unknown,1,1,Neutral,0.00089493167,0.9972742,0.001830777,0.9972742,0.00093584537
1,wow i can't believe climate change isn't real and obama is a muslim now,Positive,2024-02-18 20:00:00,Twitter,Unknown,2,2,Positive,0.00027809528,0.0006445347,0.9990773,0.9990773,0.9987992
1,"Desperate and scared, 'Trump' is left to citing a radical-right mouthpiece who lies about climate change, lies about Obamaâ€¦",Positive,2026-01-05 19:00:00,Twitter,Unknown,2,2,Positive,0.0007377666,0.0005340257,0.9987282,0.9987282,0.9979904
0,No climate change to see here. Everyone move along.,Neutral,2025-05-07 20:00:00,Twitter,Unknown,1,1,Neutral,0.035785366,0.9397584,0.024456158,0.9397584,-0.011329208
1,"A Trump donor who funds groups that question climate change does not belong on the American Museum of Natural History board, sâ€¦",Positive,2025-10-24 21:00:00,Twitter,Unknown,2,2,Positive,0.00016581814,0.0006973845,0.99913687,0.99913687,0.99897105
1,Thank you for pledging $1 per diner on Earth Day to fight climate change! #zerofoodprint,Positive,2024-11-19 04:00:00,Twitter,Unknown,2,2,Positive,0.00013361713,0.00048216133,0.99938416,0.99938416,0.99925053
-1,Beautiful snow! Might have been a real blizzard but global warming stopped that! Oh wait. Global warmingâ€¦,Negative,2025-06-09 09:00:00,Twitter,Unknown,0,0,Negative,0.64884955,0.3227564,0.028394092,0.64884955,-0.62045544
1,I have to write an essay over the psychological aspects behind climate change and I'm just wondering how this has bâ€¦,Positive,2025-09-21 21:00:00,Twitter,Unknown,2,1,Neutral,0.00060512795,0.99655724,0.0028376426,0.99655724,0.0022325146
0,I don't know. Could it be climate change?,Neutral,2024-01-21 05:00:00,Twitter,Unknown,1,1,Neutral,0.0009967886,0.99790156,0.0011017032,0.99790156,0.000104914536
-1,Global warming - where gullibility collides with greed.,Negative,2026-03-12 05:00:00,Twitter,Unknown,0,0,Negative,0.58119214,0.34027,0.07853793,0.58119214,-0.5026542
-1,Lesley's is a dumb lib who believes in climate change. How sad they must be. Climate has changed since the beginning ����‍♀️,Negative,2024-08-29 13:00:00,Twitter,Unknown,0,0,Negative,0.9970975,0.0014296491,0.0014728705,0.9970975,-0.9956246
0,"Trump thinks climate change is a hoax. , however, says otherwise.",Neutral,2025-08-20 16:00:00,Twitter,Unknown,1,2,Positive,0.000525137,0.050335377,0.94913954,0.94913954,0.9486144
1,We need to address climate change TODAY to achieve the #GlobalGoals by 2030. See how agriculture can help â¬‡ï¸,Positive,2025-05-28 03:00:00,Twitter,Unknown,2,2,Positive,0.00019089053,0.00027351943,0.99953556,0.99953556,0.99934465
1,Plants and climate change: complexities and surprises | Annals of Botany | Oxford Academic,Positive,2025-06-21 14:00:00,Twitter,Unknown,2,2,Positive,0.00013611252,0.0052819103,0.994582,0.994582,0.99444586
1,"Bigger, faster avalanches, triggered by #climate change #auspol #tippingpoint",Positive,2025-10-15 13:00:00,Twitter,Unknown,2,2,Positive,0.0001983668,0.00036620736,0.99943537,0.99943537,0.999237
1,"Opinion | New York Times editor pens weak, vague response to critics of Bret Stephens's op-ed on climate change",Positive,2024-12-05 12:00:00,Twitter,Unknown,2,2,Positive,0.0002017216,0.0028176953,0.9969806,0.9969806,0.9967789
-1,Same with their climate change taxes & fees & those beloved high cost train & light rail projects. Dem politâ€¦,Negative,2025-07-04 16:00:00,Twitter,Unknown,0,0,Negative,0.9919412,0.0062760417,0.001782713,0.9919412,-0.9901585
1,I just saw a post that basically said â€œit's cold as fuck so much for global warmingâ€ and i can't stop crying,Positive,2025-08-23 02:00:00,Twitter,Unknown,2,1,Neutral,0.002137709,0.71561,0.28225228,0.71561,0.28011456
0,I GOT SO MUCH BODY HEAT IM THE CAUSE OF GLOBAL WARMING COME COP SOME IF UR COLD,Neutral,2026-04-11 00:00:00,Twitter,Unknown,1,1,Neutral,0.0025432215,0.99628,0.001176695,0.99628,-0.0013665265
0,all while 'underwriting advocacy groups...to confuse the public by denying the very existence of climate change',Neutral,2025-07-22 02:00:00,Twitter,Unknown,1,2,Positive,0.00021269794,0.00039423665,0.9993931,0.9993931,0.99918044
1,What to say to a climate change skeptic,Positive,2024-06-18 03:00:00,Twitter,Unknown,2,2,Positive,0.0020168182,0.3318428,0.6661403,0.6661403,0.6641235
1,Inside the enormous threat to climate change,Positive,2026-01-02 20:00:00,Twitter,Unknown,2,2,Positive,0.0001858361,0.00033526734,0.9994789,0.9994789,0.999293
1,"Climate change impacts food secur.ty as crep yields decline due eo changes in temp, rainfall & incxeased climate variability.",Positive,2026-05-30 11:00:00,Twitter,Unknown,2,2,Positive,0.00017017811,0.00071032735,0.99911946,0.99911946,0.9989493
1,Meatless diet is simple antidote to climate change,Positive,2026-04-06 04:00:00,Twitter,Unknown,2,2,Positive,0.00026626364,0.0008963947,0.9988374,0.9988374,0.99857116
-1,Gatchaman Crowds is now Pro-Climate Change. Despicable,Negative,2026-02-15 17:00:00,Twitter,Unknown,0,1,Neutral,0.0027284322,0.9808162,0.016455457,0.9808162,0.013727024
1,"Yes, the Vatican has a tech accelerator–and it’s focused on launching startups that tackle climate change.",Positive,2025-01-21 18:00:00,Twitter,Unknown,2,2,Positive,0.00012635661,0.000697377,0.9991762,0.9991762,0.99904984
0,im sick of people acting like twice's lightstick didnt end global warming,Neutral,2024-11-01 12:00:00,Twitter,Unknown,1,1,Neutral,0.0015158613,0.9234626,0.07502153,0.9234626,0.07350567
0,1st November??? Surely no such thing as #global warming,Neutral,2024-01-08 10:00:00,Twitter,Unknown,1,2,Positive,0.087210864,0.05647541,0.85631377,0.85631377,0.76910293
1,Now we have a moral duty to talk about climate change (Opinion),Positive,2025-03-24 20:00:00,Twitter,Unknown,2,2,Positive,0.00015064307,0.00040908068,0.99944025,0.99944025,0.99928963
1,This is what climate change looks like kids ahahaha *starts crying* we're all going down with this sinking shipâ€¦,Positive,2025-10-03 01:00:00,Twitter,Unknown,2,2,Positive,0.00015289773,0.00046813395,0.9993789,0.9993789,0.99922603
-1,In honor of global warming Let's get Jim over 100k w This Train ðŸš‚ Ride #TrumpTrain,Negative,2025-06-04 09:00:00,Twitter,Unknown,0,2,Positive,0.0038131152,0.19872382,0.79746306,0.79746306,0.79365
-1,My story on the campaign to persuade every science teacher in the U.S that climate change is debatable,Negative,2024-10-18 21:00:00,Twitter,Unknown,0,2,Positive,0.008233323,0.480302,0.5114647,0.5114647,0.5032314
1,It's both raining and snowing. Spring and winter. But climate change is totally a Chinese conspiracy. #thankstrump #dearscottpruit,Positive,2024-08-29 12:00:00,Twitter,Unknown,2,2,Positive,0.003466186,0.0009679913,0.99556583,0.99556583,0.99209964
