11 - 11.3K

"sentiment","message","tweetid"
1,"Rain drop Drop top Now that I got your attention, we need to work together to end global warming.",812864179497476100
0,"nobody cares about that stuff anymore, it's sad, global warming is inevitable so literally who the fuck cares about it",812866693626138624
1,"The climate change is real.",812872905625194496
0,"On climate change Sellers (RIP) wrote 'History is replete with examples of us humans getting out of tight spots.'...",812881747495059460
1,"Nasa might eliminate the climate change according a solution in:",812903566973272064
0,"So, how lovely are we gonna keep having the 'climate change is real & now vs. CC is a myth' argument?",812905782832467968
0,"If global warming is real then how tf Santa still surviving??",812909116670824448
1,"It's not necessarily always about preserving life. Animal agriculture is one of the major contributors of climate change.",812914487066062848
1,"lets go green stop global warming",812930390516039680
1,"me thinking about global warming: the human race is #fucked",812935228905967616
1,"Jerry Brown: Respond to climate change now before it's too late - Assine o abaixo-assinado! via",812936551629983745
1,"We're already facing a global warming #extinction.",812941723378864128
1,"for Christmas I asked mum and Dad to go meat free one day every week to help climate change and they said yes ❤️✨❤️✨❤️",812968971532124160
1,"Merry Christmas. The reindeer population is depleting at an alarming rate due to climate change. Ho ho ho 🎅🏿",812970058901233664
1,"More than 4,000 species of snowmen were threatened by climate change in 2016 alone",812984247409463296
1,"#Water is an aerial tour of how climate change, pollution, and human activity are endangering Earth’s most precious",812990881880010752
1,"No, I'm definitely worried about the real global warming.",812993977163071488
1,"Have a stake in businesses that would profit off of global warming 💁",813017350228373504
0,"That moment RTs your friend to back his climate change documentary. OMG !! I AM FAN-GIRLIN",813021904663617536
1,"Beliefs about #climate change may reflect failure to understand what it is #globalwarming",813035870064234496
-1,"Less show him we are all for getting rid of all global warming expenditures !!🇺🇸",813038195189415936
1,"Keeping the holiday tradition of ruining christmas twitter by reminding everyone that global warming is real",813043015740784640
1,"#SantaHasABadFeelingAbout the next 4 years (& beyond) & global warming",813084573059969024
-1,"I just aint believing all that global warming bunk.",813123186518675456
1,"Tennessee broke a record of over 100 years with the high of 74 on Christmas Day. Tell me global warming isn't real",813155969999966209
1,"at least Obama isn't a Christian-extremist who thinks global warming & evolution are hoaxes.",813216585095614464
1,"climate change isn’t a myth. get out of the way if you do think it is. we no longer have time for yous",813221729019363328
1,"Um ... it's climate change and the North Pole is a f'd up as the rest of the world. #EndOfDays",813241344676265984
1,"Label the folder 'confirmed global warming data.' They'll burn it.",813258377014878208
-1,"FOX NEWS PANELIST: Al Franken arranged so-called climate change to distract from newly uncovered jobs numbers crisis #benghazi",813297575365398528
1,"5 movie classics to inspire your inner climate change activist over the festive break 📽 →",813300066727378945
1,"Will we miss our last chance to save the world from climate change? #auspol",813304715190489088
-1,"HBO climate-scientist preaches from the altar of man-made global warming: #climate",813314749458956288
-1,"I'm thinking about starting an intervention service to rescue children from the global warming cult.…",813318324817776640
-1,"Obama is a weak man who did NOTHING except speak of climate change while the world is burning.",813328785412157440
0,"aliens, terrorism, celebrity splits, earthquakes, climate change, recession, etc;",813333708807622656
1,"An expansion of nuclear would significantly combat climate change and make other programs less likely to attract $",813334833753563141
1,"Five ways to take action on climate change | Global Development Professionals Network | The Guardian",813338816916389888
1,"We will stand tall against the dark forces that denies climate change.",813377411488288768
-1,"We had winds close to 100 MPH in the area this afternoon. I would blame climate change, except that this happens pr",813388012537212929
1,"Tragic day yesterday with the passing of Piers Sellers, astronaut classmate, friend, and champion of climate change",813392225203875840
0,"You’re so hot, you must be the cause for global warming. #ALDUBSeasonOfLove",813392268346298368
1,"#AdoftheDay: Al Gore's stirring new climate change #ad calls on world leaders.",813394308929880064
1,"More intense and more frequent extreme weather is a consequence of climate change we’re experiencing right now.'",813404439696605185
1,"if you say climate change doesn't exist ur a fucking headass",813433094787174400
1,"Why don't people believe in global warming ?",813434091685249024
0,"65° today. S/o global warming.",813438930616025088
1,"All this will do is trigger more talk of global warming & more money spent on renewables. We're too enlightened to use coal",813447390707388416
1,"too bad our president elect doesn't believe in global warming lol",813452225150328832
1,"I'm for real hype as fuck because of this weather being nice and stuff but it's because of global warming and that sucks lol",813468591077158912
1,"Tell your Senators to reject Scott Pruitt for EPA. A climate change denier should not be in charge of #cleanwater -",813482712191422465
1,"I don't deny climate change exists, I just don't want to think about a world where sunshine and rainbows don't exist!",813487916769038337
1,"Listen: We asked our environment correspondent about climate change deniers",813493735459786752
1,"This #cleanpowerplan is the biggest step our country has taken to fight climate change. Support it & demand action:",813494639076540416
-1,"Obama fires scientist for being “too forthright with lawmakers” regarding global warming sham-science.",813496726426419200
-1,"just had very disconcerting thought, many influential policy makers believe in anthropogenic global warming/climate",813499559167062021
1,"I don't believe one day's weather proves/disproves climate change. But...it's 63 degrees on Christmas Day in KC...with a c",813502254200328193
0,"'Despite high profile preaching by Pope Francis, only 36 percent of Americans see global warming as a moral issue'",813518365532844033
1,"Ermagerd it's 70 degrees. Ermagerd it's December. Ermagerd winter wtf ermagerd global warming",813519262069456897
1,"Tennessee Wildfire is ‘Unlike Anything We’ve Ever Seen’ … via Stop climate change! #GPUSA",813520300017090561
2,"PositivelyJoan: RT Doughravme: Florida employee 'punished for using phrase climate change' … Fight cl",813544171281797124
0,"time is passing by i still want you crime is on the rise i still want you climate change and debt i still want you",813550016086376448
1,"Precisely. All climate change data is 'fake news' in Trump land. Hate crimes also fall unde",813581964661891072
1,"60 degrees the day after Christmas and bad hombre Trump thinks global warming is a Chinese scam",813597127561670657
0,"I'm not saying it is or isn't. But why do you feel climate change is a hoax?",813599070186967040
1,"Its 72°F in Boulder Colorado... It was snowing a week ago... Couldn't possibly climate change, no sir. Not at all. Fuck t",813600010755592192
-1,"After 'climate change' this is just next big HOAX!",813601959487868928
1,"Reminder: US government has known about danger of climate change for over 5 decades. #youthvgov",813604816626663424
1,"When someone argues that global warming isn't real so ya check ya weather app and it's 63 degrees...at night...on d",813605883305463808
1,"It's sad that there's a successful pirate party but no climate change party, IP means so little in the face of the coming",813644337582080000
1,"These days temperature in Milan, Italy should be around 0°C. It was 16°C at 10 AM today. Call global warming a theory.",813685276145029120
0,"haven't solved poverty or climate change but at least now your pants can tell u if ur hitting that downward dog",813707929383825408
1,"Tropical plants & animals are most affected by climate change, and almost half have experienced local extinctions",813707938531594244
0,"I think they even know about global warming😂😂",813718027514552320
1,"2 days after Christmas and it's gonna be in the 60's.. thanks global warming",813723920176185344
-1,"lol socialism has already done more harm to humanity than climate change will ever do.",813745541716660224
1,"Facts matter, and on climate change, Trump's picks get them wrong | Dana Nuccitelli",813746560949452800
0,"niggas ask me what my inspiration was I told them global warming",813757426780557312
1,"sorry but your politics affects me. Having climate change deniars at the top fucks the world over. Also economic impacts too.",813758262113923073
1,"Climate Scientist: we're in the midst of mass extinction Oil Tycoon: climate change is a myth Journalist: these people are eq…",813769129098444804",813759714881957889

11.6 - 11.9K
Sentiment,Cleaned Message,ID
1,"RealTime's panel keeps dancing around the economy, technology, climate change, and greed. Please interview",813782218824773632
1,"It is way too late to have a slew of climate change deniers sitting in powerful cabinet positions.",813792137817059336
1,"It's difficult, I think, to overstate the magnitude by which the American media conventional wisdom on climate change is w",813804566697406469
1,"Wisconsin state agency solves #climate change--just deletes it from public website via",813840384082096129
0,"Its as if climate change will begin with Trump, of whom it is said he ll destroy the planet in less than a month.",813844379597176832
0,"No. Exactly the opposite. $26 billion spent ON climate change research & regulation.",813849378808967168
1,"70 degrees in December in Virginia and there are people who still dispute climate change. Really what more proof do you",813856793881243648
1,"oh excuse me global warming, can you allow us to experience the snow this year!",813863907429412864
0,"River have you not seen how cold it is ? climate change isnt real #Jk",813874357919305730
1,"When you're enjoying the warm December weather but deep down you know it's because of global warming",813886702062276608
1,"So sad must do more 4 global warming, save polar bear home 😃",813906027901046786
1,"i'm literally the only person in my family who believes global warming is a thing 🤦🏼‍♂️ it's time to head back to civilization",813907952235085824
1,"#adelaidestorm I hope everyone in SA safe and sound, it's time to put climate change front and centre for Earth's sake.",813913536766169088
-1,"The Rockefeller family have a secret “climate change” plan they are trying to force on the country",813921476210491392
0,"If anyone needs a respite from global warming come over to my parents' house",813922417622061056
1,"No Nation can fight climate change alone. #Auspol #COP22 #science #education #wapol #qldpol #n",813931274263924736
1,"Please we ask the artists of the world to raise their voices and to help us against climate change #Climat",813982402049638400
1,"The right's platform: Take away health care, end food stamps, deny climate change, and launch a nuclear arms race.",813987860189679616
1,"trump is president, carrie fisher died, regular show is ending, global warming is real. life is basically stupid at this p",813991912201797632
1,"you got climate change and people ruining the world & you got old men in power who refuse to see what's right in front of them",813994923959717889
1,"You'll have to fight for gay rights and against climate change denial again, but at least he's interesting.",814030413505196032
1,"fanart of climate change! fanart of the dangers of humanizing propagandists! fanart of the vitality of human connections!",814046868288090116
-1,"That would be a natural storm and of course poor government energy management driven by climate change fanatics",814061872638926848
-1,"It could rain for a year straight and they'd say the same thing. It's all tied to the politics of global warming",814080018368385024
0,"billionaires, liberals at highest positions.A trillion $ stimulus, tariffs, amnesty,global warming...",814085231284277248
-1,"its 2 say that tho 4 selfishness ought imply global warming alarmism",814096293266067457
1,"'Before The Flood' opened my eyes to the horrors of global warming. Keep making these documentaries until the world is aware",814098521653735424
0,"You should buy Honest Howie Carbon Credit to stop global warming",814112312185462784
1,"Like Egypt; climate change may have ended the Mayan civilization entirely. Funny how history is about to repeat.",814121874632441860
-1,"After centuries of first hand reports & historical data, lib's can't believe in Jesus/God. Faith in climate change",814129627027427333
1,"what about climate change? It's very real but you only care about $$$$",814130822940917760
0,"Dr. Bryan Fischer, climate change extraordinaire!",814135361752494080
1,"Washington Post editorial board has it right: There’s no conserving nature without tackling climate change",814142090384998400
-1,"100% of US warming Is due to NOAA data tampering -- not 'climate change.' Read my new book",814142120785231872
1,"this video is bad, it doesnt talk about limited resources and global warming which are actually the biggest problems",814149431192915968
-1,"I suspect the climate change models are the climate equivalent of the pollster models who had HRC winning... Libera",814155987217162244
1,"The 'WORLD' is working on solution's to combat global climate change, EVERYONE but head up a** , laughing stock GOP!",814158647961985024
-1,"😂 you mention the govt climate change scam & all the liberals get triggered 😂the same ppl believing Obama the last 8 yea",814160770929979392
-1,"...because obozo, lib's serving Soros and the global socialist agenda AKA global warming worked so much better for USA!",814161821426798592
1,"& the ones who care about all of these mass animal extinctions/global warming/world hunger yet won't do the one bes",814177625191026688
0,"This lady at my job keeps telling me my generation needs to fix global warming... idk if she thinks I'm a climate control concierge or what.",814177732397559808
0,"RT if you think global warming is bad. Fav if you think global warming is good. Joel Embiid. #NBAVOTE",814200406263865344
1,"It's 82 degrees outside in December and some of y'all still don't believe in global warming 😅",814216501846753280
1,"you don't end animal extintion, global warming or nature destruction by killing more animals for fun",814226305348763648
1,"I don't know why Alt-Reich is freaking out about having non-white grandkids anyhow. With climate change y'all could us",814255611231748096
1,"If wont fight climate change then states must seize job creation opportunity or other nations will htt",814282946962145280
-1,"Does the climate change? Yes; Do we know why or how or what or when? No",814301111695867904
-1,"The next hurricane to hit US will be climate change related because the media will say so. And they're never wrong.",814310842967687168
1,"Did I just get transported into a George Orwell novel?! -DNR purges climate change from web page",814339792351723520
1,"I'd love to, but climate change says 'No'. #NoWhiteChristmas anymore. #Germany",814351075490807808
0,"Everyone use there cars and leave electric on we want global warming it's to cold right now",814372497000955904
1,"Scientists should run for office. I'm sick of all the climate change denial, evolution deniers and the bending of hard fa",814449291292983298
1,"I was explaining global warming & pollution to my son yesterday he said, 'why don't we love earth? Why are we doing this?",814454085546049536
-1,"23 environmental activists, trial lawyers, and academics came together to shut down dissent on climate change—using",814454277687115776
1,"Amazing,thats a lot of new species to be found.This is one of the reasons we need to stop climate change!",814469556286668800
1,"'Conservatives will accept the scientific facts of climate change when conservative elites signal that that’s what",814518709800894464
1,"Awareness regarding the adverse effects of climate change and how to cope with it be a priority",814532986137886722
1,"Aaaand just eliminated all references to global warming in Wisconsin",814547316258512896
0,"What do you think of the DNR's removal of language saying humans cause climate change?",814555893358592000
1,"Mr. Trump might want to think about starting to believe in climate change, considering his resorts will be underwater in a",814566753837596672
1,"Hey , if climate change is a hoax, then how do you explain this?",814575641148424192
1,"Our next president is a rapist that steals money from children with cancer and thinks global warming is made up :)",814577653869068288
1,"If you don't believe in global warming then you haven't been to Nola this winter #globalwarming",814577685506772993
0,"kim myungsoo the number one cause of global warming 🔥🔥🔥",814599636287504384
1,"Let's hope Obama's last days as President aren't spent trying to prove catastrophic man made global warming.",814613239006892032
1,"Maybe ppl will start taking climate change seriously when it really starts to affect their lifestyle",814627055392296961
0,"What you're doing is interesting but with that anchor I FEEL the pro climate change side won. Valid side of argument or not.",814655344555294721
-1,"Geoengineering programs jets spraying arosols is making climate change....",814708363124678656
-1,"Obama wasn't very vocal when all these attacks happened he thought global warming was more important ...",814710334850289664
1,"When even a lil birdie knows only Bernie will fight to delay global warming and protect her home 😍😌 #Birdies4Sanders",814730105331167232
1,"I have a soft spot for animals and nature that's why i firmly believe in climate change^^#ClimateAction🐼🐻🐝🐠🐚🌷🍀🌎",814734754872459264
0,"What does GOD say about climate change Bill?",814771576293888004
1,"David does not mess about. Brilliant as per. If Attenborough isn't enough to get people to take climate change seriously.. #Grea",814780695230853120
1,"Sorry what part is gibberish? Hasn't Trump appointed a climate change denier to head EPA?",814787437767561216
1,"Honestly climate change scares the heck out of me and it makes me so sad to see what we're losing because of it.",814792638050238464
0,"“Skeptical Climate Scientists: Here’s to hoping the Age of Trump will herald the demise of climate change dogma…”",814866961914011648
1,"When ppl call deforestation, global warming, mass slaughter, abuse, disease, and human anatomy 'views and opinions'",814869424624779264
-1,"We have no control over climate change. The climate is changed by the sun. We have control over pollution; know the difference.",814881093178433536
0,"Great to find experts using data rather than dogma in analysis of climate change. .",814889693833662464
-1,"You would need one of those liberal global warming expert to explain a phenomenon like that.... 🤔. LOL. 😂",814891926478524416
1,"'Sci. consensus on man-made climate change is at same level as sci. consensus that cigarettes cause cancer. ' #persuasive",814900020981940224
1,"Reasons To Go Vegan 2017: •Save 300+ animals per year •Help reverse climate change •Stop contributing to world hunger •",814900101411962880
1,"animal agriculture is the main contributor to climate change :( please watch cowspiracy you'll see the truth!!",814947597936947201
0,"To read most climate change articles, you'd think there aren't any women climate scientists. Climate journalists, do bet",814958111358230528
1,"Citing snow in mid-December as evidence against global warming shows a truly amazing level of scientific ignorance.",814959275436974080
0,"No Ezra it is global warming! Maybe the 8 Billion litres of sewage dumped by Climate Barbie in Montreal.",814995227484319744
0,"When you take a cab to a climate change summit where you want to force others to ride their bikes or walk",815002163017445376
1,"so completely clueless about global warming it's embarrassing!!!",815005648979197953
1,"Creating awareness is one of the biggest parts of preventing climate change #actonclimate #gogreen #awareness #eco",815022541278507008
0,"When someone asks me to say the prayer, I just explain climate change in a steady, monotone voice like I memorized it…",815060239624052736
-1,"Finally, Paris climate change agreement designed by crooks- #Trump is not buying this crap",815079369819426816
-1,"Damn! Add climate change denier to the list of my character faults.",815085105387405312
1,"The only good thing about global warming is that there will be less Florida to deal with.",815087506433527809
-1,"I'm reading more and more that CO2 doesn't actually cause global warming and that scientists have been muzzled by Liberals and their media.",815090182563254272
1,"Despite Trump (and many denialists), 2016 is the year that made climate change undeniable:",815100645065641984
0,"I honestly think that moonbyul's intense stare is warmer than global warming. But what makes me wonder is how can Y",815102119069921280
-1,"NOAA is adjusting temperature data to match global warming theory.",815116664572252160
1,"You're talking about people who don't believe in climate change. You think they care about nuclear war?",815130630661042176
1,"We can’t fight climate change without forests — trees are amazing carbon sinks. RT if you’re pining for more trees.",815141413818105856
0,"Bakit parang lalong tumatangkad yung mga sunod na generation. May kinalaman ba rito yung global warming.",815146125640409088
1,"Pollution, climate change - these things which imperil our very survival - don't observe national borders. We combat the",815178157154271232
1,"Guess again dear. I study climate change and it's impact on biological systems as part of my work. Try again",815179365541507073
1,"Billion tree tsunami project, an excellent project by KP government which can reduce pollution & global warming",815205752671440896
1,"hard to not believe in climate change considering manitoba was under a 2km thick ice sheet 10,000yr ago",815220727016263680
1,"TELL YOUR BOYFRIEND IF HE SAYS HES GOT BEEF THAT animal food production is one of the leading causes of climate change an",815248558182006784
-1,"When Russia hacks the Pentagon, Obama says the greatest threat is climate change. Make Donna Brazile look bad? War!",815256363907452933
1,"Your Grandchildren: You didn't stop climate change because of an email server? What's a server? You: I don't know.",815260597403209728
1,"#Tibet is driver +amplifier of global warming, effect more pronounced than at S and N Poles",815265114895118339
0,"Dealing with that ♋ cancer, late night bothers from yung thot, clients that don't tip, coworkers that dont tip, global warming...",815271183276969984
-1,"They'll tell you they're doing it to save you from global warming. They're lying #OpChemtrails",815275176384491525
1,"Oh #GOP , your choice of ignorance is incredible: Wisconsin now pretending not to know about climate change.",815282645013696513
1,"leave all that 'climate change aint real' fuckboy shit in 2016",815303614881210370
0,"[Baby it's Cold Outside 2025] her: i really cant stay him: baby uhhhh r u sure,?? global warming has suffocated the ea",815329950177824768
1,"my daughters' middle school science teacher is climate change denier. Cited Exxon experts in class.",815332454152159232
-1,"First two paragraphs are loaded with bullshit about climate change and forced carbon tax.. this government has got",815333591794282496
1,"The time is ripe for isolationist elected officials to take action on climate change.",815346525773631488
1,"Good call. With so many people fighting against the idea that climate change is real, we need people like you helping.",815357900507922432
0,"God is punishing Progressive Liberial with rain. I guess its global warming. Happy New Years.",815376195936059392
1,"In Wisconsin GOP eliminated climate change by scrubbing it from website. Hope they deal w poverty soon.",815378758937038848
1,"The poverty we have today is big enough a problem without climate change making it much, much worse.",815381146313756672
-1,"It's cute that you believe climate change is real. Guess what: it",815395601286197248
1,"This New Year terror attack in #Istanbul has nothing to do with Islam and everything to do with climate change.",815396939638259712
1,"#TogetherWeCan spread the love and educate the people that climate change is not a hoax.",815412652902064128
-1,"Those who #preach from the altar of man-made global-warming purposefully confuse natural climate change with man-made global warming.",815425347013451776
1,"That company doesn't believe in Climate Change. They're one of the biggest opponents of any US climate change policy",815444284878880768
-1,"if climate change is real why am i so FUCKING cold right now",815496745434025985
1,"Stopping the TPP and the stupid wars-for-oil were my personal top 2 things that needed to be done to apprehend climate change.",815509216253210624
-1,"Fodder for the arctic climate change alarmists?",815547621637050368
1,"Denying climate change ignores basic science",815583681637031936
1,"When we fight we’re fighting for the future—the future of the planet in terms of climate change, and for the future of A",815603534628528128
1,"....columns telling gullible readers climate change isn't real, that Obama is Muslim agent, that Jews control Dems, are what go",815607003137605632
-1,"because of 'climate change''?? Stop making me laugh 😂😂😂😂",815613987178037248
-1,"watch out election loss will b because of global warming. After that????",815619830757912578
1,"meanwhile our president elect doesn't believe in global warming",815626144754126848
1,"cant call people who are anti-abortion, open carry, pro death penalty, with no belief in climate change Right Wing. thats 2+2=5",815638753016475649
1,"in ms i wrote an 8 page research paper on overfishing and its impact and how climate change and humans suck",815639946501328896
1,"climate change is real, and its man made.",815658065043324929
-1,"Obama fiddles (climate change, Gitmo, now visit to Havana); the world burns – as Iran, Russia, China, ISIS march.",815660252804694017
0,"Maybe my statement should have been 'Does climate change affecting the global economy actually make it any worse than it is'",815665247004532740
1,"Plus world is now flat. There is no climate change. No poor people. No sick people. Just he and his posse of rubl",815677239102574592
-1,"30 years ago, the said global warming would make earth uninhabitable for cockroaches",815687887379464192
0,"Anybody want to tell that being against global warming doesn't sell well in WI, PA, MI, IA, OH in J",815694720001253376
1,"Can we please address climate change now, after 200 years of research describing how it happens?",815705623828590592
1,"Why should you care about climate change? The real question is: Why shouldn’t you care about climate change?",815712450419064832
-1,"POTUS condemns the heinous attack in Istanbul. It's a stark reminder that we can't take climate change lightly.",815714576750747648
1,"The meat industry is one of the biggest causes of climate change. Make the green choice and #GoVegan2017!",815716634736422912
1,"Imagine not believing in climate change",815729228142383104
1,"3. meat is worse for global warming than cars.",815732436260818944
0,"Scorpio n pisces need to stay faraway from each other as possible, the red Sea might part; global warming will stop",815750088085635072
-1,"MORONIC JILL STEIN SAYS Istanbul attack NOT Islam's fault...BUT everything to do with climate change",815752631469699073
1,"Shameful of to hide climate change from citizens. Irresponsible, weak and unimaginative. #ActOnClimate",815768168396451840
1,"I don't understand why people don't see climate change as a valid threat to our country.",815774840829382656

11.9 - 12.2K
Sentiment,Cleaned Message,ID
-1,"Honey, you said that Istanbul was climate change, no one can take you seriously.",815779731790499840
-1,"I lived through the global cooling and global warming scares, yet the weather is exactly the same as 60 years ago.",815787190701723649
-1,"Dispute it. PROVE climate change is caused by humans. I'll wait. 💅🏽",815789566472818688
1,"why is climate change not in the govts policy making agenda",815793531772145665
-1,"The really big climate change will be the one from nuclear war, which is far more likely after 8 years of cowardice by POTUS",815806030403817472
-1,"According to the MSM, all evil is now caused by the Russians or global warming.",815835141121654784
0,"my skin is clear, my grades improved, my hair is shinier, my student loans are paid off, global warming is gone",815852686671310848
1,"Happy 2017! Let's make it the year for stronger action on climate change: #PeopleVsOil",815861000251510784
0,"Thank U Dr 4 talk on #post-truth narrative and #climate change at #globaldev",815881996664733696
1,"due to climate change and not having jobs because white heterosexual males have controlled the world economy to keep",815891107091542017
1,"With all the global warming and climate change, how can this be a white Christmas ?!",815893787876597761
0,"I’m cool but global warming made me hot.. MARVOREE DreamTeamGoals",815923451017842688
1,"Why do some people still doubt global warming?",815928235968106498
1,"Wow this global warming really starting to hit home. #carbonfootprint #globalwarming #makethatchange #thinkofthekids",815934757548736512
-1,"Looney Denmark calls for tax on red meat because cattle flatulence 'is causing climate change' | Daily Mail Online",815949295828561921
1,"Not ominous at all! (He also wants the names of anyone working on climate change research)",815955416752463877
1,"When it comes to Breitbart News' reporting on climate change–expect 100% chance of BS. We'll let The Weather Channe",815961383447699457
1,"Facts matter, and on climate change, Trump's picks get them wrong | Dana Nuccitelli",815990312501813248
1,"We're also paying you to do nothing but deny climate change every now and then. You're a grade A moron, Sammy.",816000671937859585
0,"Year 10. We are starting our climate change unit when we return",816008685784879104
1,"Analysis of Exxon and their stance on climate change under Sec State nominee Tillerson. It isn't very encouraging!",816013410802352128
1,"When you're trying to enjoy the 70 degree weather in January but you know it's because of global warming",816023705570738176
-1,"Stop worrying and learn to love global warming: Climate alarmists are still running about…",816035056842141697
1,"how many will die from unchecked humankind climate change? You Fucking Idiot",816036069842055168
0,"there's nothing I man caused global warming to fix.",816040402088316930
1,"Check out this amazing TED Talk: We need nuclear power to solve climate change",816048677299122176
0,"because of global warming boobs are going ixtinct",816054903659339776
0,"Yes, Virginia, hell has frozen over and global warming is now a scientific happening.",816066187557830656
1,"it was 16°c in Canada last week. They do know their administration denies global warming and wants to kill the EPA?",816075248944709633
1,"Yet another study shows how eating less meat is crucial to tackle climate change. Have a resolution for 2017 yet?…",816091299690512384
0,"It's funny how the mainstream media doesn't talk much about climate change. Maybe it's proof they're more conservative than liberal.",816102339991969792
1,"Canada must not give up the fight on climate change /via",816113392524152832
-1,"rule #1 of climate change alarmism, the current year is always the hottest on record.",816145398649606144
-1,"good no more putting 'climate change' first 2017 the year that 'climate change' is verified as…",816152005190230016
1,"We must work to elect representatives who believe in climate change and are willing to act!",816156502809595905
1,"New name 'President NO': No climate change, No hacking, No peace, No Human Rights, No respect, No…",816167353108996096
0,"What do you guys think of Trump's stance on climate change and global warming",816168437286375424
1,"Praying that climate change doesn't exist! #ICouldSpendAllDay",816173830553145344
1,"A Republican governor just stood up for clean energy. Because climate change shouldn't be a partisan issue…",816194285943091200
-1,"We have whoever called it 'global warming' to thank for the confusion. It is increasing weath…",816204058709151744
-1,"Show this article to a climate change worrier and watch the cognitive dissonance happen. It will be fun. (Seriously…",816243518800883712
0,"Bet they are praying to Gaia for global warming to kick in #ldnont #cdnpoli #onpoli",816264215656890372
1,"So it's 50 degrees on January 3rd and you guys still don't believe in climate change huh",816277949221654528
-1,"Renowned professor exposes the money-making global warming gravy train via",816314010396200960
-1,"Is climate change real?' No.",816321971298467840
1,"Listen, folks to a STORY, about the evil twin, of climate change. The oceans on ACID.",816353896201236480
1,"Yet people still say climate change isn't real",816395679828443136
1,"China and India are the guilty of causing what climate change were experiencing today. Shut them down!",816396637345968128
1,"Arsenal are having their November crisis in January. Don't tell me climate change doesn't exist. #BOUARS",816417710661890049
1,"As a proud Wildroser, I believe climate change is a authentic threat to humanity and requires action from my fellow cons…",816433216118657025
1,"But 'climate change isn't real'. Disgusting.",816439936442372096
-1,"I believe in climate change however I question if humans are causing the warming. Is that allowed comrade?",816444844650496004
0,"My outfit so fly they ask me what my inspiration was i told'em global warming☄️. I'm too cozy☁️",816476900080123904
1,"We should stop #climate change, otherwise climate change will stop us - #climatechange #future #Earth #Mankind #environment…",816491134507585536
1,"As an Albertan who believes climate change is real & that a carbon tax is a sensible idea, I expect 2017 will be an inte…",816523916726403072
0,"You may not agree with climate change Axel, but I believe you have some left leanings yourself :)",816554114687479808
1,"Could countries allocate 1% of their annual budget to tackle climate change? Interesting idea |…",816562372529848320
-1,"Further evidence global warming is a scam.",816566944111464449
1,"could not agree more, we have to proactive and not responsive to effects of climate change",816577241006149632
0,"with the rate of global warming your wish will probably come true",816611054058934272
1,"The Arctic is melting faster and some US politicians continue to be climate change deniers",816625093669330946
1,"if you have a high IQ you would know that china didnt create global warming",816629593272619008
-1,"You kidding? Top notch science also states, pumping dozens vaccines & drugs in children ok, global warming. But no…",816634046520393728
-1,"Sorry global warming liars... Arctic sea ice today is about the same thickness as it was 75 years ago.",816637446863593472
1,"this tweet has 'real science that politicians can spin for their own climate change denial agenda' written all over it.",816644260518830081
-1,"What's an honest intelligent climate scientist to do in the face of the madness of Left-wing 'climate change',...",816645466880348161
-1,"this year is snowing more in USA/canada/europe and sahara desert than other years, i can agree with trump that global warming is hoax xD",816669055876612096
1,"funny how global warming is so real but lower mainland bc hasn't seen harsh weather like th…",816677710466400257
1,"Millennials to : are you brave enough to stand up to Trump on climate change & #SaveOurFuture?…",816705377421164544
1,"And somewhere out there a genius climate change denier will think 'then how come it's snowing instead of being hot?!' 🙄",816705396584878080
0,"Interviewers don't push back against ANYTHING. 'Oh, reverse racism & climate change are both real? Yes, everyone has a po…",816736501493092355
-1,"The brutal global warming in Colorado continues",816746304047038470
1,"GOP erases climate change information in Wisconsin - will Trump take science censorship national?",816750601442836481
1,"Californians like the state's direction on healthcare, climate change & human rights. We'll stay on course.",816750619557924864
0,"his voice and demeanour is the reason for global warming, makes anything and everyone melt",816759417215602688
0,"I wonder what the effects of climate change are on flying? Flights have never been bumpier",816761547510923265
-1,"u must not understand that global warming is just a theory. Never been proved",816796047032913921
-1,"We just had an election about 'global warming.' Fake Science lost bigly. #PresidentTrump",816803540635156480
1,"Tell us again how global warming is a myth",816804715656835072
-1,"is owning another idiot liberal academic who can't give a straight answer on climate change.",816806017673609216
0,"i thought that 100% of climate change scientists believed in climate change.",816807187276333056
1,"'In other words, bisexual men are like climate change: real but constantly denied.'",816813972112478208
1,"global warming is in full effect my friends",816866382348324864
1,"Idiots! “The House Science Committee just used global warming to… challenge global warming?” by",816866404896886785
1,"Denying climate change is dangerous. Join the push to the world's future. His essay as WIRED’s guest editor:",816867478726905856
1,"So glad to have keen intellect like by my side as we take on hoaxes like climate change & being born gay h…",816879220945104896
1,"This is good news - tipping point in global warming?",816888621265461248
1,"Facing a President who denies the reality of climate change, we need to mobilize together. Join me.",816906897357819905
0,"please hire camila cabello it will stop global warming",816957809925427200
1,"because you irresponsibly deny climate change and threaten the regulations that protect us and our plane…",816972629861076992
0,"Where's good ol global warming when you need it?",816984397777960961
1,"China understands the need to mitigate climate change. But also: wants to move into position of technology leadership, restru…",816999279294316545
1,"We've got to be quicker to respond to the issues climate change poses RI fishermen like ' Chris Brown",817017984128602112
1,"Anti climate change stooge as well.",817021563459555344
1,"the US military thinks climate change is an imminent threat. Listen to them. #100Days #KeepParis",817039241070989312
1,"I have witnessed 51 years of climate change. Now it's accelerating. #gooutside #KeepParis #protectourwinters",817056884817436672
1,"We've come too far to back down now. We must continue to fight climate change and #KeepParis. Join …",817056971983437824
